
0,103.0,141.0,49.0,83.0,180.0,94.0,53.0
1,106.0,142.0,49.0,82.0,180.0,97.0,51.0
2,109.0,142.0,49.0,82.0,180.0,100.0,48.0
3,113.0,144.0,49.0,81.0,180.0,106.0,45.0
4,116.0,145.0,49.0,79.0,180.0,110.0,41.0
5,120.0,147.0,49.0,77.0,180.0,113.0,39.0
6,123.0,149.0,49.0,75.0,180.0,116.0,37.0
7,123.0,150.0,49.0,75.0,180.0,115.0,37.0
8,123.0,151.0,49.0,75.0,180.0,113.0,39.0
9,122.0,153.0,50.0,78.0,180.0,110.0,41.0
10,122.0,154.0,50.0,80.0,180.0,108.0,43.0
11,121.0,155.0,51.0,82.0,180.0,106.0,44.0
12,121.0,155.0,51.0,85.0,180.0,104.0,45.0
13,121.0,155.0,52.0,90.0,180.0,103.0,46.0
14,121.0,156.0,52.0,92.0,180.0,104.0,46.0
15,121.0,156.0,52.0,94.0,180.0,104.0,45.0
16,121.0,158.0,52.0,94.0,180.0,104.0,45.0
17,121.0,158.0,52.0,93.0,180.0,104.0,45.0
18,121.0,158.0,53.0,92.0,180.0,104.0,45.0
19,121.0,159.0,53.0,92.0,180.0,103.0,46.0
20,121.0,160.0,53.0,91.0,180.0,103.0,46.0
21,122.0,160.0,53.0,90.0,180.0,103.0,46.0
22,123.0,160.0,53.0,90.0,180.0,104.0,45.0
23,125.0,162.0,53.0,88.0,180.0,105.0,45.0
24,127.0,163.0,52.0,88.0,180.0,105.0,45.0
25,129.0,165.0,52.0,88.0,180.0,105.0,45.0
26,131.0,167.0,51.0,87.0,180.0,105.0,45.0
27,135.0,169.0,51.0,87.0,180.0,104.0,45.0
28,138.0,171.0,51.0,87.0,180.0,104.0,45.0
29,143.0,170.0,52.0,87.0,180.0,104.0,45.0
30,146.0,168.0,53.0,86.0,180.0,104.0,45.0
31,149.0,165.0,54.0,86.0,180.0,104.0,45.0
32,152.0,162.0,55.0,87.0,180.0,104.0,45.0
33,154.0,160.0,57.0,87.0,180.0,104.0,45.0
34,155.0,158.0,58.0,87.0,180.0,104.0,45.0
35,157.0,157.0,59.0,87.0,180.0,104.0,45.0
36,159.0,155.0,59.0,87.0,180.0,104.0,45.0
37,160.0,152.0,60.0,87.0,180.0,104.0,45.0
38,161.0,151.0,62.0,87.0,180.0,104.0,45.0
39,161.0,147.0,63.0,87.0,180.0,104.0,45.0
40,161.0,144.0,64.0,87.0,180.0,104.0,45.0
41,161.0,141.0,65.0,87.0,180.0,104.0,45.0
42,161.0,138.0,66.0,87.0,180.0,103.0,46.0
43,162.0,136.0,67.0,87.0,180.0,103.0,46.0
44,162.0,134.0,68.0,88.0,180.0,102.0,47.0
45,161.0,132.0,71.0,89.0,180.0,97.0,51.0
46,160.0,131.0,74.0,90.0,180.0,94.0,54.0
47,160.0,132.0,77.0,91.0,176.0,92.0,55.0
48,159.0,133.0,79.0,91.0,171.0,91.0,55.0
49,158.0,131.0,83.0,92.0,165.0,91.0,55.0
50,158.0,130.0,84.0,92.0,162.0,91.0,55.0
51,158.0,128.0,85.0,92.0,163.0,91.0,55.0
52,157.0,125.0,86.0,92.0,165.0,91.0,55.0
53,157.0,122.0,87.0,92.0,168.0,91.0,55.0
54,156.0,118.0,89.0,91.0,172.0,93.0,54.0
55,156.0,113.0,91.0,91.0,177.0,93.0,54.0
56,157.0,110.0,93.0,91.0,180.0,93.0,54.0
57,157.0,109.0,94.0,91.0,180.0,93.0,54.0
58,157.0,108.0,94.0,90.0,180.0,93.0,54.0
59,157.0,106.0,95.0,90.0,180.0,92.0,55.0
60,157.0,104.0,96.0,91.0,180.0,92.0,55.0
61,156.0,103.0,97.0,91.0,180.0,92.0,55.0
62,156.0,103.0,97.0,91.0,179.0,92.0,54.0
63,156.0,102.0,97.0,91.0,179.0,92.0,54.0
64,156.0,102.0,98.0,91.0,179.0,93.0,54.0
65,156.0,100.0,98.0,92.0,179.0,93.0,54.0
66,156.0,99.0,98.0,92.0,179.0,93.0,54.0
67,156.0,99.0,97.0,92.0,180.0,93.0,54.0
68,157.0,99.0,97.0,93.0,180.0,94.0,54.0
69,157.0,99.0,97.0,93.0,180.0,94.0,53.0
70,157.0,98.0,97.0,93.0,180.0,95.0,53.0
71,157.0,99.0,96.0,93.0,180.0,95.0,53.0
72,157.0,99.0,96.0,93.0,180.0,95.0,53.0
73,157.0,99.0,96.0,93.0,180.0,95.0,53.0
74,157.0,98.0,96.0,94.0,180.0,95.0,53.0
75,157.0,98.0,96.0,94.0,180.0,95.0,53.0
76,158.0,98.0,96.0,94.0,180.0,95.0,53.0
77,158.0,98.0,96.0,94.0,180.0,95.0,53.0
78,158.0,97.0,96.0,94.0,180.0,95.0,53.0
79,158.0,98.0,96.0,94.0,180.0,95.0,53.0
80,158.0,97.0,97.0,94.0,180.0,95.0,53.0
81,158.0,97.0,97.0,94.0,180.0,95.0,53.0
82,158.0,97.0,97.0,94.0,180.0,94.0,53.0
83,158.0,97.0,97.0,94.0,180.0,94.0,53.0
84,158.0,97.0,97.0,94.0,180.0,95.0,53.0
85,158.0,97.0,97.0,94.0,180.0,94.0,53.0
86,158.0,97.0,97.0,94.0,180.0,94.0,53.0
87,158.0,97.0,97.0,95.0,180.0,94.0,53.0
88,158.0,97.0,97.0,95.0,180.0,94.0,53.0
89,158.0,97.0,97.0,95.0,180.0,94.0,53.0
90,158.0,97.0,97.0,95.0,180.0,94.0,53.0
91,158.0,96.0,97.0,95.0,180.0,94.0,53.0
92,158.0,95.0,97.0,95.0,180.0,94.0,53.0
93,158.0,95.0,97.0,95.0,180.0,94.0,53.0
94,158.0,95.0,97.0,95.0,180.0,94.0,54.0
95,158.0,95.0,97.0,95.0,180.0,94.0,54.0
96,158.0,95.0,97.0,95.0,180.0,94.0,54.0
97,158.0,94.0,97.0,95.0,180.0,94.0,54.0
98,158.0,94.0,97.0,95.0,180.0,94.0,53.0
99,158.0,94.0,97.0,95.0,180.0,94.0,54.0
100,158.0,94.0,97.0,95.0,180.0,94.0,54.0
101,158.0,94.0,97.0,95.0,180.0,94.0,54.0
102,158.0,94.0,97.0,95.0,180.0,94.0,54.0
103,158.0,94.0,97.0,95.0,180.0,93.0,54.0
104,158.0,93.0,97.0,95.0,180.0,93.0,54.0
105,158.0,93.0,97.0,95.0,180.0,93.0,54.0
106,158.0,93.0,98.0,95.0,180.0,93.0,54.0
107,158.0,93.0,98.0,95.0,180.0,93.0,54.0
108,158.0,93.0,98.0,95.0,180.0,93.0,54.0
109,158.0,93.0,98.0,95.0,180.0,93.0,54.0
110,158.0,93.0,98.0,95.0,180.0,93.0,54.0
111,158.0,93.0,98.0,95.0,180.0,93.0,54.0
112,158.0,93.0,98.0,95.0,180.0,93.0,54.0
113,158.0,93.0,98.0,95.0,180.0,93.0,54.0
114,158.0,93.0,98.0,95.0,180.0,94.0,54.0
115,158.0,93.0,98.0,95.0,180.0,94.0,53.0
116,158.0,93.0,98.0,95.0,180.0,95.0,52.0
117,158.0,93.0,98.0,95.0,180.0,95.0,52.0
118,158.0,93.0,98.0,96.0,180.0,95.0,52.0
119,158.0,93.0,98.0,96.0,177.0,95.0,52.0
120,158.0,93.0,98.0,96.0,176.0,95.0,52.0
121,158.0,93.0,98.0,96.0,177.0,94.0,53.0
122,158.0,93.0,99.0,96.0,179.0,94.0,53.0
123,158.0,93.0,99.0,96.0,180.0,94.0,53.0
124,158.0,93.0,99.0,96.0,180.0,95.0,52.0
125,158.0,93.0,99.0,96.0,180.0,95.0,53.0
126,158.0,93.0,99.0,96.0,180.0,95.0,53.0
127,158.0,93.0,99.0,96.0,180.0,95.0,53.0
128,158.0,93.0,99.0,96.0,180.0,94.0,53.0
129,158.0,93.0,99.0,96.0,180.0,94.0,53.0
130,158.0,93.0,99.0,96.0,180.0,94.0,53.0
131,158.0,93.0,99.0,96.0,180.0,95.0,53.0
132,158.0,93.0,99.0,96.0,180.0,94.0,53.0
133,158.0,92.0,99.0,96.0,180.0,94.0,53.0
134,158.0,92.0,99.0,96.0,180.0,95.0,53.0
135,158.0,92.0,99.0,96.0,180.0,95.0,53.0
